ID,Title,Issn,Rank,SJR,Publisher,Type,Areas
26746,Trends in Endocrinology and Metabolism,"10432760, 18793061",701,"2,927",Elsevier Inc.,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
28686,International Journal of Hospitality Management,02784319,702,"2,923",Elsevier Ltd,journal,"Business, Management and Accounting"
28583,Acta Materialia,13596454,703,"2,916",Acta Materialia Inc,journal,Materials Science
21100207003,Theranostics,18387640,704,"2,912",Ivyspring International Publisher,journal,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
28179,Journal of Advertising,"15577805, 00913367",705,"2,911",M.E. Sharpe Inc.,journal,"Business, Management and Accounting; Social Sciences"
15163,Applied Mechanics Reviews,"00036900, 10888535",706,"2,908",The American Society of Mechanical Engineers(ASME),journal,Engineering
18080,Robotics and Computer-Integrated Manufacturing,07365845,707,"2,906",Elsevier Ltd,journal,Computer Science; Engineering; Mathematics
13477,Current Directions in Psychological Science,"14678721, 09637214",708,"2,905",SAGE Publications Inc.,journal,Psychology
18391,Aging Cell,"14749726, 14749718",709,"2,904",Wiley-Blackwell Publishing Ltd,journal,"Biochemistry, Genetics and Molecular Biology"
26430,SIAM Review,"10957200, 00361445",710,"2,900",Society for Industrial and Applied Mathematics Publications,journal,Mathematics
10300153306,International Journal of Press/Politics,"19401612, 19401620",711,"2,899",SAGE Publications Inc.,journal,Social Sciences
23181,Europace,"10995129, 15322092",712,"2,895",Oxford University Press,journal,Medicine
130156,International Journal of Surgery,"17439191, 17439159",713,"2,895",Wolters Kluwer Health,journal,Medicine
26656,Journal of Internal Medicine,"09546820, 13652796",714,"2,895",Wiley-Blackwell Publishing Ltd,journal,Medicine
21117,International Journal of Plasticity,07496419,715,"2,894",Elsevier Ltd,journal,Engineering; Materials Science
18476,European Respiratory Review,"16000617, 09059180",716,"2,893",European Respiratory Society,journal,Medicine
4000149002,IEEE Transactions on Information Forensics and Security,15566013,717,"2,890",Institute of Electrical and Electronics Engineers Inc.,journal,Computer Science; Engineering
15857,Journal of Clinical Epidemiology,"08954356, 18785921",718,"2,888",Elsevier Inc.,journal,Medicine
28785,Cancer,"0008543X, 10970142",719,"2,887",John Wiley and Sons Inc.,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
11300153408,JACC: Cardiovascular Interventions,"18767605, 19368798",720,"2,886",Elsevier Inc.,journal,Medicine
20909,"Transportation Research, Part E: Logistics and Transportation Review",13665545,721,"2,884",Elsevier Ltd,journal,"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
21872,Eurosurveillance,"15607917, 1025496X",722,"2,881",European Centre for Disease Prevention and Control (ECDC),journal,Immunology and Microbiology; Medicine
21101023287,JACC: CardioOncology,26660873,723,"2,880",Elsevier Inc.,journal,Medicine
21101021575,Journal of Bioresources and Bioproducts,23699698,724,"2,880",KeAi Communications Co.,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science"
17278,IEEE Journal of Solid-State Circuits,"1558173X, 00189200",725,"2,876",Institute of Electrical and Electronics Engineers Inc.,journal,Engineering
23876,Journal of Differential Geometry,"0022040X, 1945743X",726,"2,875","International Press of Boston, Inc.",journal,Mathematics
21100203111,IEEE Wireless Communications Letters,"21622345, 21622337",727,"2,872",IEEE Communications Society,journal,Engineering; Physics and Astronomy
21101061414,npj Precision Oncology,2397768X,728,"2,871",Springer Nature,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
17362,IEEE Transactions on Knowledge and Data Engineering,10414347,729,"2,867",IEEE Computer Society,journal,Computer Science
28787,Cancer and Metastasis Reviews,"01677659, 15737233",730,"2,866",Springer Netherlands,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
23127,Journal of the ACM,"00045411, 1557735X",731,"2,866",Association for Computing Machinery (ACM),journal,Computer Science; Engineering
18204,Proceedings - IEEE INFOCOM,0743166X,732,"2,865",Institute of Electrical and Electronics Engineers Inc.,conference and proceedings,Computer Science; Engineering
19907,Medicinal Research Reviews,"01986325, 10981128",733,"2,864",John Wiley &amp; Sons Inc.,journal,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
20893,Transportation Research Part C: Emerging Technologies,0968090X,734,"2,860",Elsevier Ltd,journal,Computer Science; Decision Sciences; Engineering; Social Sciences
21101049099,Biochar,25247867,735,"2,855",Springer Science and Business Media B.V.,journal,Agricultural and Biological Sciences; Environmental Science; Materials Science
16398,Chemical Engineering Journal,13858947,736,"2,852",Elsevier B.V.,journal,Chemical Engineering; Chemistry; Engineering; Environmental Science
22238,Operations Research,"0030364X, 15265463",737,"2,848",INFORMS Institute for Operations Research and the Management Sciences,journal,Computer Science; Decision Sciences
144742,International Journal of Contemporary Hospitality Management,09596119,738,"2,843",Emerald Group Publishing Ltd.,journal,"Business, Management and Accounting"
18797,Current Opinion in Immunology,"09527915, 18790372",739,"2,841",Elsevier Ltd,journal,Immunology and Microbiology; Medicine
80280,Biochimica et Biophysica Acta - Reviews on Cancer,"18792561, 0304419X",740,"2,838",Elsevier B.V.,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
19700201158,Studies in Science Education,"19408412, 03057267",741,"2,838",Taylor and Francis Ltd.,journal,Social Sciences
21100349533,Additive Manufacturing,22148604,742,"2,837",Elsevier B.V.,journal,Engineering; Materials Science
21101065239,Communications Earth and Environment,26624435,743,"2,835",Springer Nature,journal,Earth and Planetary Sciences; Environmental Science
50032,Journal of Neuroinflammation,17422094,744,"2,831",BioMed Central Ltd,journal,Immunology and Microbiology; Neuroscience
23741,Hypertension,"0194911X, 15244563",745,"2,827",Lippincott Williams and Wilkins Ltd.,journal,Medicine
17400,Current Opinion in Structural Biology,"1879033X, 0959440X",746,"2,824",Elsevier Ltd,journal,"Biochemistry, Genetics and Molecular Biology"
21100827946,npj Quantum Information,20566387,747,"2,824",Nature Partner Journals,journal,Computer Science; Physics and Astronomy
14811,Journal of Sustainable Tourism,"09669582, 17477646",748,"2,822",Taylor and Francis Ltd.,journal,"Business, Management and Accounting; Social Sciences"
28801,Applied Energy,"18729118, 03062619",749,"2,820",Elsevier B.V.,journal,Energy; Engineering; Environmental Science
13363,Obesity Reviews,"1467789X, 14677881",750,"2,818",Wiley-Blackwell Publishing Ltd,journal,Medicine
21100204914,"Journal of Cachexia, Sarcopenia and Muscle","21905991, 21906009",751,"2,816",Wiley-Blackwell,journal,Medicine
23352,Journal of Environmental Economics and Management,"10960449, 00950696",752,"2,813",Academic Press Inc.,journal,"Economics, Econometrics and Finance; Environmental Science"
18045,Neuroscience and Biobehavioral Reviews,"18737528, 01497634",753,"2,810",Elsevier Ltd,journal,Neuroscience; Psychology
22570,Cardiovascular Research,"17553245, 00086363",754,"2,809",Oxford University Press,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
21103,Milbank Quarterly,"0887378X, 14680009",755,"2,809",Wiley-Blackwell Publishing Ltd,journal,Medicine
13502,Developmental Review,"02732297, 10902406",756,"2,808",Elsevier Inc.,journal,Medicine; Psychology; Social Sciences
21100405003,Science Bulletin,"20959273, 20959281",757,"2,807",Elsevier B.V.,journal,Multidisciplinary
144946,Environmental Chemistry Letters,16103653,758,"2,806",Springer Verlag,journal,Environmental Science
29951,Journal of Experimental and Clinical Cancer Research,"17569966, 03929078",759,"2,806",BioMed Central Ltd,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
21101162817,IEEE Open Journal of Industry Applications,26441241,760,"2,805",Institute of Electrical and Electronics Engineers Inc.,journal,Engineering
21100232403,Journal of Materials Chemistry A,"20507496, 20507488",761,"2,804",Royal Society of Chemistry,journal,Chemistry; Energy; Materials Science
51748,"BMJ, The","09598146, 17561833",762,"2,803",BMJ Publishing Group,journal,Medicine
28635,Composites Part B: Engineering,13598368,763,"2,802",Elsevier Ltd,journal,Engineering; Materials Science
21101076096,Nature Computational Science,26628457,764,"2,797",Springer Nature,journal,Computer Science
20969,Journal of Machine Learning Research,"15337928, 15324435",765,"2,796",Microtome Publishing,journal,Computer Science; Engineering; Mathematics
27822,Alimentary Pharmacology and Therapeutics,"02692813, 13652036",766,"2,794",Wiley-Blackwell Publishing Ltd,journal,Medicine
20333,Journal of Politics,"14682508, 00223816",767,"2,792",University of Chicago Press,journal,Social Sciences
26203,Metabolism: Clinical and Experimental,"00260495, 15328600",768,"2,792",W.B. Saunders,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
19457,Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,10000747,769,"2,789",Science China Press,journal,Earth and Planetary Sciences; Energy
13467,Psychological Review,"19391471, 0033295X",770,"2,785",American Psychological Association,journal,Arts and Humanities; Psychology
5700169428,Nous,"14680068, 00294624",771,"2,783",Wiley-Blackwell,journal,Arts and Humanities
21100867411,Annual Review of Criminology,25724568,772,"2,781",Annual Reviews Inc.,journal,Social Sciences
21100900364,Protection and Control of Modern Power Systems,"23670983, 23672617",773,"2,781",SpringerOpen,journal,Energy; Engineering
13124,"Trauma, Violence, and Abuse","15248380, 15528324",774,"2,778",SAGE Publications Ltd,journal,Medicine; Psychology; Social Sciences
12808,Journal of Educational Psychology,"19392176, 00220663",775,"2,774",American Psychological Association,journal,Psychology; Social Sciences
15422,Work and Stress,"02678373, 14645335",776,"2,773",Taylor and Francis Ltd.,journal,Psychology
17378,Critical Reviews in Biochemistry and Molecular Biology,"10409238, 15497798",777,"2,772",Informa Healthcare,journal,"Biochemistry, Genetics and Molecular Biology"
21100854649,IEEE Transactions on Transportation Electrification,23327782,778,"2,772",Institute of Electrical and Electronics Engineers Inc.,journal,Energy; Engineering; Social Sciences
26424,"Resources, Conservation and Recycling","18790658, 09213449",779,"2,770",Elsevier B.V.,journal,"Economics, Econometrics and Finance; Environmental Science"
12321,Information Systems Journal,"13501917, 13652575",780,"2,768",Wiley-Blackwell Publishing Ltd,journal,Computer Science
18742,Psychological Medicine,"14698978, 00332917",781,"2,768",Cambridge University Press,journal,Medicine; Psychology
19900192103,Astrophysical Journal Letters,"20418213, 20418205",782,"2,766",American Astronomical Society,journal,Earth and Planetary Sciences; Physics and Astronomy
15391,"Journal of Black Psychology, The","15524558, 00957984",783,"2,765",SAGE Publications Inc.,journal,Psychology; Social Sciences
12841,Clinical Child and Family Psychology Review,"15732827, 10964037",784,"2,761",Kluwer Academic Publishers,journal,Medicine; Psychology; Social Sciences
16715,Annual Review of Phytopathology,"00664286, 15452107",785,"2,760",Annual Reviews Inc.,journal,Agricultural and Biological Sciences; Medicine
14014,Psychology and Marketing,"07426046, 15206793",786,"2,760",Wiley-Liss Inc.,journal,"Business, Management and Accounting; Psychology"
24267,British Journal of Dermatology,"00070963, 13652133",787,"2,759",Oxford University Press,journal,Medicine
25038,IEEE Transactions on Mobile Computing,15361233,788,"2,755",Institute of Electrical and Electronics Engineers Inc.,journal,Computer Science; Engineering
19084,Molecular Aspects of Medicine,"00982997, 18729452",789,"2,748",Elsevier Ltd,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
21100861110,Journal of the Association of Environmental and Resource Economists,"23335963, 23335955",790,"2,747",University of Chicago Press,journal,"Economics, Econometrics and Finance; Environmental Science"
21100455629,Military Medical Research,"20549369, 20957467",791,"2,745",BioMed Central Ltd,journal,Medicine
22044,Global Ecology and Biogeography,"14668238, 1466822X",792,"2,744",Wiley-Blackwell Publishing Ltd,journal,Agricultural and Biological Sciences; Environmental Science
21100294621,Journal of Sport and Health Science,"22132961, 20952546",793,"2,744",Elsevier B.V.,journal,Health Professions; Medicine
18017,Neuropsychopharmacology,"0893133X, 1470634X",794,"2,743",Nature Publishing Group,journal,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
21100934923,IEEE Communications Standards Magazine,24712825,795,"2,741",Institute of Electrical and Electronics Engineers Inc.,journal,"Business, Management and Accounting; Computer Science; Engineering; Social Sciences"
4900152301,Comprehensive Reviews in Food Science and Food Safety,15414337,796,"2,740",Wiley-Blackwell,journal,Agricultural and Biological Sciences
19684,Criminology,"17459125, 00111384",797,"2,739",Wiley-Blackwell,journal,Medicine; Social Sciences
5700152760,Assessment and Evaluation in Higher Education,"02602938, 1469297X",798,"2,738",Taylor and Francis Ltd.,journal,Social Sciences
20143,Business and Society,"00076503, 15524205",799,"2,736",SAGE Publications Ltd,journal,"Business, Management and Accounting; Social Sciences"
13468,Psychological Science,"09567976, 14679280",800,"2,735",SAGE Publications Inc.,journal,Psychology
24823,Pattern Recognition,00313203,801,"2,732",Elsevier Ltd,journal,Computer Science
20485,Annals of Surgery,"15281140, 00034932",802,"2,729",Lippincott Williams and Wilkins Ltd.,journal,Medicine
